material_type,weight_kg,quality,location,demand_level,historical_price,processing_cost,transportation_distance,month,seller_type,buyer_demand,material_condition,price_per_kg
E-waste,26.7,Medium,Mumbai,Low,110.46,14.73,99.7,2,Municipal Collector,0.54,Contaminated,63.09
Cardboard,1385.1,Low,Bengaluru,Moderate,13.6,5.62,61.7,2,Industrial Recycler,0.71,Sorted,8.18
Aluminum,1219.6,High,Kolkata,High,174.38,7.56,43.0,2,Municipal Collector,0.89,Baled,253.07
Textile,190.5,High,Kolkata,High,25.99,4.76,43.0,9,Municipal Collector,0.81,Sorted,30.78
Copper,256.6,Industrial Grade,Delhi,Moderate,676.52,13.4,24.0,8,Industrial Recycler,0.58,Sorted,885.07
Copper,107.1,Low,Kolkata,Low,657.41,11.71,123.4,6,Business,0.96,Sorted,449.12
Steel,607.6,Industrial Grade,Surat,Low,40.89,8.72,6.6,2,Individual,0.79,Mixed,38.72
Cardboard,369.9,Industrial Grade,Pune,Moderate,13.64,7.57,114.2,7,Individual,0.33,Clean,12.19
Plastic,815.9,Industrial Grade,Hyderabad,Moderate,35.93,10.38,62.5,1,Individual,0.32,Sorted,44.14
Textile,104.7,Industrial Grade,Bengaluru,Low,29.6,7.33,31.6,12,Individual,0.94,Clean,32.69
Paper,416.0,High,Kolkata,High,12.0,6.28,78.5,11,Municipal Collector,0.53,Baled,11.93
Other,286.8,High,Surat,Moderate,14.21,10.84,34.6,7,Individual,0.66,Mixed,9.16
Other,40.3,Industrial Grade,Pune,High,15.17,10.28,127.4,1,Industrial Recycler,0.4,Mixed,11.12
Copper,42.0,Industrial Grade,Chennai,Moderate,644.05,10.88,130.3,9,Municipal Collector,0.58,Clean,843.15
Plastic,118.7,Medium,Bengaluru,High,37.13,10.79,140.0,10,Municipal Collector,0.63,Clean,36.56
Other,96.1,Medium,Surat,Low,15.15,8.38,139.9,9,Business,0.59,Baled,6.37
Glass,740.9,Medium,Ahmedabad,Moderate,7.9,2.08,137.6,12,Business,0.88,Contaminated,3.2
Other,229.7,Low,Bengaluru,Moderate,15.09,11.04,34.9,1,Industrial Recycler,0.97,Contaminated,6.0
Plastic,514.0,High,Surat,Moderate,36.54,5.67,7.8,12,Industrial Recycler,0.73,Contaminated,27.48
Textile,1410.8,Industrial Grade,Chennai,Moderate,26.61,9.0,54.3,10,Individual,0.56,Clean,31.86
Other,1268.4,Medium,Hyderabad,High,15.46,12.18,106.1,1,Industrial Recycler,0.88,Sorted,11.3
Copper,845.8,Industrial Grade,Ahmedabad,High,663.94,2.07,129.7,9,Municipal Collector,0.97,Baled,1016.36
Paper,55.8,Medium,Chennai,Moderate,12.52,5.28,99.3,7,Business,0.94,Clean,8.04
Steel,524.8,High,Ahmedabad,High,42.67,2.71,21.6,1,Individual,0.41,Sorted,57.6
Paper,240.0,High,Coimbatore,High,12.27,2.41,96.2,9,Individual,0.91,Mixed,10.23
Copper,862.0,Industrial Grade,Kolkata,Moderate,616.08,7.39,92.1,3,Individual,0.91,Contaminated,556.2
Paper,260.7,Low,Coimbatore,Moderate,12.15,8.6,26.4,8,Business,0.54,Baled,6.1
Other,155.6,Medium,Chennai,Low,16.05,2.03,65.7,2,Industrial Recycler,0.78,Mixed,10.26
Other,198.3,Industrial Grade,Delhi,High,15.07,9.25,24.2,7,Municipal Collector,0.89,Clean,19.06
Plastic,615.5,High,Delhi,High,33.77,13.47,102.5,4,Individual,0.45,Mixed,34.14
Other,245.1,Industrial Grade,Pune,Low,15.96,13.38,103.7,9,Industrial Recycler,0.36,Contaminated,6.0
Aluminum,336.5,Low,Pune,Moderate,168.19,2.24,64.1,4,Individual,0.95,Contaminated,97.77
Plastic,827.1,Industrial Grade,Bengaluru,High,34.47,9.41,136.9,9,Business,0.87,Sorted,42.85
Aluminum,595.8,Medium,Coimbatore,Moderate,176.41,5.82,138.2,3,Municipal Collector,0.39,Baled,198.73
Paper,32.8,High,Delhi,Moderate,12.06,3.03,77.7,5,Individual,0.61,Sorted,10.69
Glass,48.7,Low,Mumbai,High,8.48,3.55,84.3,9,Municipal Collector,0.7,Clean,4.24
E-waste,490.6,Medium,Delhi,Moderate,112.84,4.57,27.1,7,Industrial Recycler,0.6,Baled,119.26
Textile,62.0,Industrial Grade,Mumbai,Low,27.15,6.85,15.7,10,Municipal Collector,0.87,Mixed,21.98
Steel,99.6,Medium,Surat,Moderate,41.4,4.16,61.1,9,Individual,0.73,Clean,40.22
Aluminum,1228.6,Industrial Grade,Ahmedabad,Moderate,191.31,4.3,89.6,10,Business,0.56,Mixed,213.41
Other,23.0,Medium,Hyderabad,Low,15.88,11.55,114.0,6,Individual,0.58,Baled,6.35
Cardboard,203.9,Industrial Grade,Pune,Moderate,13.45,3.58,6.8,7,Individual,0.42,Mixed,13.44
Cardboard,1322.2,Low,Pune,High,15.07,11.7,92.5,4,Business,0.72,Baled,8.36
Steel,415.6,Medium,Coimbatore,High,45.22,2.65,47.0,2,Business,0.79,Mixed,44.78
Textile,1099.2,Medium,Mumbai,Low,25.91,4.95,99.5,12,Business,0.5,Baled,21.55
Other,128.7,High,Coimbatore,Moderate,14.57,9.47,79.9,4,Business,0.93,Contaminated,6.63
Cardboard,110.9,Industrial Grade,Pune,High,14.64,4.08,60.6,11,Municipal Collector,0.96,Contaminated,10.64
Steel,252.7,Low,Coimbatore,Moderate,40.2,6.38,31.5,9,Individual,0.7,Clean,31.87
E-waste,733.2,Industrial Grade,Surat,Low,112.8,10.07,86.0,5,Business,0.96,Mixed,111.58
Cardboard,689.6,High,Coimbatore,Moderate,14.29,6.74,73.7,2,Individual,0.3,Sorted,13.35
Other,474.9,Industrial Grade,Surat,High,15.63,3.99,146.8,6,Municipal Collector,0.94,Mixed,14.15
Paper,148.7,High,Ahmedabad,High,11.47,4.12,22.5,5,Industrial Recycler,0.35,Sorted,13.13
Plastic,701.1,Industrial Grade,Chennai,Moderate,33.3,8.37,12.5,1,Municipal Collector,0.42,Baled,43.35
E-waste,229.4,Low,Chennai,High,111.26,4.33,115.5,10,Municipal Collector,0.79,Clean,105.04
Other,1649.2,High,Hyderabad,High,15.56,4.47,71.6,4,Municipal Collector,0.87,Baled,19.18
Paper,236.7,Low,Mumbai,Moderate,12.88,7.77,67.5,8,Business,0.59,Mixed,4.8
Steel,1221.5,Medium,Ahmedabad,High,42.73,12.11,51.6,7,Business,0.85,Sorted,46.53
Aluminum,855.1,Low,Bengaluru,Moderate,175.73,3.02,91.0,9,Individual,0.43,Clean,153.09
Paper,229.2,High,Kolkata,High,11.19,9.08,54.9,1,Industrial Recycler,0.82,Baled,11.02
Copper,245.7,Low,Surat,Moderate,667.31,5.24,102.0,7,Industrial Recycler,0.95,Mixed,472.64
Aluminum,809.8,Industrial Grade,Mumbai,High,188.67,13.6,90.2,1,Business,0.8,Mixed,242.49
Glass,696.7,Low,Coimbatore,Low,8.06,12.25,92.6,4,Industrial Recycler,0.42,Clean,3.2
Cardboard,837.6,High,Delhi,Low,12.97,11.6,116.2,3,Municipal Collector,0.66,Contaminated,5.6
Cardboard,46.3,Industrial Grade,Ahmedabad,Low,13.6,3.97,83.4,9,Business,0.73,Sorted,11.25
Glass,277.0,High,Surat,Moderate,7.8,11.39,130.7,4,Municipal Collector,0.59,Mixed,3.2
Plastic,711.1,High,Mumbai,Low,35.04,8.54,128.3,5,Municipal Collector,0.34,Contaminated,20.15
Textile,240.8,Industrial Grade,Coimbatore,Low,28.97,14.73,29.4,10,Municipal Collector,0.72,Clean,27.25
Other,711.9,High,Hyderabad,Low,15.99,10.85,18.3,2,Industrial Recycler,0.87,Baled,13.8
Textile,414.5,High,Kolkata,Moderate,29.35,6.46,86.3,6,Industrial Recycler,0.47,Clean,32.51
Copper,710.4,High,Coimbatore,Low,667.91,12.38,149.2,5,Municipal Collector,0.41,Baled,744.66
Aluminum,349.5,Low,Coimbatore,Low,186.08,5.54,74.2,8,Municipal Collector,0.51,Contaminated,83.63
Aluminum,1161.2,Medium,Chennai,High,183.39,2.95,61.6,5,Municipal Collector,0.54,Contaminated,139.8
Plastic,392.3,Low,Delhi,Moderate,34.03,4.34,131.6,3,Municipal Collector,0.83,Mixed,19.44
Textile,316.0,High,Bengaluru,High,27.11,11.62,60.7,12,Business,0.39,Sorted,31.4
E-waste,85.9,Industrial Grade,Kolkata,High,111.4,14.07,12.0,7,Municipal Collector,0.47,Clean,164.35
Textile,933.5,Industrial Grade,Pune,Moderate,28.63,8.9,23.7,1,Business,0.75,Contaminated,21.48
Textile,420.0,Low,Coimbatore,Low,30.19,9.7,90.1,4,Business,0.34,Clean,18.27
Plastic,478.5,High,Coimbatore,Moderate,33.32,4.06,43.0,10,Individual,0.96,Contaminated,23.42
Glass,677.0,Industrial Grade,Chennai,Moderate,7.86,4.43,99.1,10,Individual,0.33,Baled,5.64
Cardboard,542.7,Industrial Grade,Pune,High,13.46,10.6,140.5,8,Municipal Collector,0.49,Clean,12.57
Other,55.4,Medium,Kolkata,Moderate,14.59,5.71,45.8,10,Industrial Recycler,0.66,Clean,12.12
Copper,474.8,High,Pune,High,690.18,4.75,55.8,11,Municipal Collector,0.89,Baled,960.54
Glass,270.1,Industrial Grade,Surat,High,8.15,3.6,58.8,11,Individual,0.34,Mixed,7.27
Textile,227.8,Industrial Grade,Chennai,High,27.66,6.02,126.9,7,Municipal Collector,0.61,Clean,36.29
Paper,1038.8,Industrial Grade,Coimbatore,Moderate,11.16,12.4,33.5,3,Municipal Collector,0.65,Contaminated,4.8
Aluminum,960.5,High,Chennai,High,192.99,11.44,38.4,8,Business,0.6,Sorted,257.96
Copper,120.3,Low,Kolkata,High,616.64,6.85,88.0,8,Industrial Recycler,0.51,Mixed,464.81
Plastic,633.1,Medium,Ahmedabad,Moderate,37.62,11.23,43.5,10,Industrial Recycler,0.81,Baled,34.87
Glass,403.2,Medium,Ahmedabad,Low,7.52,11.39,12.9,10,Industrial Recycler,0.95,Clean,3.2
Copper,139.0,Industrial Grade,Delhi,Low,690.06,6.29,36.1,10,Industrial Recycler,0.69,Mixed,672.39
Plastic,41.2,Low,Kolkata,Moderate,34.3,14.41,62.4,8,Industrial Recycler,0.63,Baled,21.23
Steel,995.7,Medium,Kolkata,Moderate,42.96,2.08,40.4,5,Business,0.69,Mixed,37.19
Steel,569.7,High,Ahmedabad,Moderate,39.61,13.05,36.5,4,Municipal Collector,0.79,Baled,46.18
E-waste,655.1,Medium,Mumbai,High,128.09,13.29,10.8,5,Municipal Collector,0.53,Contaminated,99.42
Steel,1350.8,Industrial Grade,Mumbai,Moderate,42.82,13.94,68.7,3,Individual,0.8,Mixed,42.81
Plastic,47.1,Low,Hyderabad,High,33.61,9.48,31.4,11,Individual,0.99,Contaminated,15.89
Copper,667.5,Industrial Grade,Bengaluru,High,698.0,3.8,45.4,9,Individual,0.65,Baled,1049.82
Copper,400.1,Medium,Pune,High,625.95,6.27,130.0,6,Municipal Collector,0.54,Baled,759.82
Textile,435.5,High,Surat,Moderate,28.23,2.9,93.4,12,Municipal Collector,0.45,Mixed,25.36
Aluminum,258.8,High,Hyderabad,Moderate,178.06,12.05,27.4,11,Individual,0.74,Mixed,180.13
Steel,500.1,Medium,Ahmedabad,Moderate,44.6,2.98,34.5,4,Municipal Collector,0.65,Mixed,40.17
Aluminum,467.9,Industrial Grade,Coimbatore,Moderate,167.11,9.26,5.5,8,Municipal Collector,0.56,Mixed,184.6
Aluminum,126.6,Low,Surat,Moderate,173.88,3.76,120.4,9,Individual,0.81,Baled,145.22
Aluminum,481.2,Industrial Grade,Bengaluru,Low,190.61,10.78,44.2,8,Business,0.63,Sorted,220.08
Glass,356.5,Medium,Bengaluru,Moderate,8.55,2.03,87.5,6,Municipal Collector,0.88,Mixed,4.1
Aluminum,386.3,High,Hyderabad,Low,189.99,6.64,101.0,9,Municipal Collector,0.87,Contaminated,129.21
Textile,130.0,Low,Mumbai,Low,27.94,6.1,69.9,10,Business,0.71,Mixed,12.49
Copper,64.4,Medium,Surat,Low,660.21,12.95,107.7,9,Municipal Collector,0.35,Baled,602.17
Other,306.6,Industrial Grade,Pune,Low,15.72,9.76,130.7,1,Industrial Recycler,0.45,Clean,11.63
Textile,182.0,Industrial Grade,Bengaluru,High,29.76,9.68,37.3,12,Individual,0.37,Sorted,40.29
Copper,428.4,Medium,Chennai,Low,633.3,9.31,94.3,6,Business,0.48,Baled,617.71
Aluminum,1299.7,High,Delhi,Low,170.3,13.95,106.4,12,Municipal Collector,0.94,Contaminated,116.54
Other,369.0,Low,Bengaluru,Moderate,15.01,7.99,62.7,6,Individual,0.64,Mixed,6.33
Cardboard,38.7,Medium,Kolkata,High,13.62,8.28,84.2,11,Municipal Collector,0.68,Contaminated,5.6
Paper,342.0,High,Delhi,Low,12.38,11.51,16.2,12,Business,0.48,Mixed,6.57
Glass,26.0,Industrial Grade,Delhi,Moderate,7.91,6.22,114.2,1,Industrial Recycler,0.61,Sorted,4.34
Paper,422.4,Industrial Grade,Coimbatore,Low,11.43,7.78,129.4,10,Individual,0.86,Contaminated,4.8
Aluminum,64.6,High,Chennai,High,177.66,2.1,63.1,7,Municipal Collector,0.55,Baled,244.98
Glass,1816.1,Industrial Grade,Pune,Moderate,7.87,8.8,101.5,8,Industrial Recycler,0.53,Baled,4.69
Glass,155.0,Industrial Grade,Mumbai,High,7.43,2.07,67.5,8,Individual,0.67,Sorted,7.93
Glass,350.3,Industrial Grade,Coimbatore,High,7.69,6.97,15.3,6,Industrial Recycler,0.37,Baled,8.51
Steel,76.1,Low,Kolkata,Moderate,38.67,14.13,93.7,10,Business,0.86,Sorted,22.92
Plastic,928.5,Medium,Coimbatore,Moderate,36.8,12.87,117.5,9,Municipal Collector,0.91,Baled,30.87
Copper,371.5,Industrial Grade,Hyderabad,High,695.41,5.88,132.9,1,Municipal Collector,0.41,Clean,1097.51
Plastic,752.1,Industrial Grade,Pune,High,35.19,9.95,12.0,12,Business,0.32,Clean,51.83
Other,83.5,Low,Surat,High,13.96,7.63,89.7,1,Industrial Recycler,0.73,Clean,7.98
Other,38.6,Industrial Grade,Mumbai,Moderate,14.06,9.22,148.6,6,Individual,0.55,Baled,10.87
Other,172.2,Low,Pune,High,15.65,6.6,72.3,1,Industrial Recycler,0.83,Baled,10.64
E-waste,293.8,Low,Ahmedabad,High,115.22,4.9,97.7,11,Industrial Recycler,0.31,Baled,106.84
Glass,450.9,High,Coimbatore,Low,7.55,5.26,109.0,3,Municipal Collector,0.91,Contaminated,3.2
Aluminum,443.0,Medium,Pune,Moderate,166.11,12.94,45.7,9,Individual,0.43,Clean,170.83
Paper,76.4,Medium,Surat,High,11.59,7.98,68.8,12,Business,0.61,Clean,8.69
Glass,248.5,Low,Chennai,Low,8.63,11.59,135.4,9,Industrial Recycler,0.78,Clean,3.2
Steel,1714.7,Medium,Surat,Low,41.3,8.76,119.1,6,Individual,0.66,Clean,34.6
Paper,1774.5,High,Hyderabad,Moderate,12.75,4.19,116.1,11,Individual,0.32,Baled,11.29
Glass,623.4,Industrial Grade,Ahmedabad,Moderate,8.02,5.8,126.6,7,Individual,0.37,Baled,5.05
E-waste,187.9,Medium,Bengaluru,Moderate,127.96,14.57,36.0,10,Municipal Collector,0.36,Clean,129.94
Copper,348.9,High,Mumbai,Low,683.46,12.7,133.5,3,Individual,0.69,Mixed,673.93
Textile,728.9,High,Bengaluru,High,27.88,4.86,110.1,8,Individual,0.62,Mixed,26.78
Cardboard,1312.8,High,Ahmedabad,High,14.47,2.74,125.0,11,Individual,0.86,Contaminated,8.26
Textile,48.9,Low,Coimbatore,Low,27.85,5.65,133.8,11,Municipal Collector,0.61,Sorted,14.24
Glass,491.3,Low,Delhi,Low,8.03,4.63,50.5,8,Municipal Collector,0.99,Clean,3.2
Cardboard,415.3,High,Ahmedabad,Low,13.6,9.58,14.6,9,Individual,0.72,Mixed,7.83
Cardboard,975.4,Low,Bengaluru,Low,13.47,4.73,124.9,7,Municipal Collector,0.66,Sorted,5.6
Textile,429.6,Medium,Coimbatore,High,26.83,3.03,74.5,11,Individual,0.58,Baled,28.8
Copper,28.1,Medium,Pune,Low,654.87,13.42,17.8,12,Business,0.41,Clean,614.48
Other,1677.8,Industrial Grade,Coimbatore,Low,14.76,2.09,125.0,11,Individual,0.8,Clean,14.28
Other,61.5,High,Surat,High,15.21,12.13,36.8,3,Municipal Collector,0.4,Clean,15.56
Cardboard,594.6,Medium,Mumbai,Moderate,13.42,13.98,135.8,10,Municipal Collector,0.52,Contaminated,5.6
Textile,87.4,Industrial Grade,Kolkata,Moderate,26.62,14.96,130.4,12,Municipal Collector,0.55,Sorted,25.36
E-waste,455.8,High,Chennai,Moderate,127.29,10.56,126.8,3,Individual,0.37,Mixed,130.04
Glass,1079.5,Low,Ahmedabad,Low,8.18,6.65,136.2,11,Industrial Recycler,0.67,Clean,3.2
Other,543.0,Medium,Mumbai,Moderate,15.09,14.76,50.1,1,Industrial Recycler,0.37,Baled,9.7
Copper,90.4,Low,Coimbatore,Moderate,613.85,3.33,138.4,11,Municipal Collector,0.46,Clean,536.19
Glass,205.3,High,Chennai,Moderate,8.56,7.12,96.0,6,Municipal Collector,0.67,Contaminated,3.2
Copper,199.0,High,Ahmedabad,Low,689.78,2.69,69.7,10,Municipal Collector,0.46,Baled,754.58
Paper,121.7,Low,Mumbai,Moderate,11.6,9.47,146.6,7,Industrial Recycler,0.94,Sorted,4.8
Plastic,148.0,Industrial Grade,Chennai,Moderate,33.99,3.75,36.6,7,Business,0.45,Mixed,36.46
E-waste,499.4,Medium,Pune,Moderate,127.87,4.08,107.4,8,Municipal Collector,0.77,Clean,135.75
E-waste,336.1,Medium,Kolkata,Low,121.25,2.49,35.2,12,Municipal Collector,0.36,Clean,117.2
Cardboard,100.1,Low,Hyderabad,Low,14.79,3.18,30.4,4,Individual,0.82,Sorted,8.95
Copper,752.8,Low,Surat,Low,646.52,2.31,120.6,7,Individual,0.45,Sorted,478.0
Paper,297.1,Industrial Grade,Delhi,Low,12.25,6.49,110.4,3,Industrial Recycler,0.55,Mixed,6.73
Paper,37.5,High,Delhi,Moderate,12.86,6.38,69.1,2,Business,0.93,Mixed,8.81
Copper,315.1,High,Mumbai,Low,685.13,11.92,38.0,2,Business,0.77,Mixed,648.12
Textile,65.3,High,Ahmedabad,Moderate,26.34,11.57,46.7,8,Individual,0.87,Baled,25.64
Steel,406.5,Industrial Grade,Hyderabad,Low,44.37,7.52,122.7,1,Individual,0.54,Sorted,46.42
Aluminum,904.7,Industrial Grade,Delhi,High,187.09,3.6,70.6,7,Individual,0.99,Contaminated,186.69
Textile,91.8,Industrial Grade,Pune,High,26.54,5.13,62.2,12,Individual,0.97,Clean,36.99
Aluminum,245.8,Medium,Mumbai,High,191.51,2.52,90.3,10,Individual,0.45,Contaminated,146.31
E-waste,1411.8,Industrial Grade,Ahmedabad,High,119.51,2.21,94.5,6,Municipal Collector,0.62,Baled,183.1
Copper,623.3,Low,Mumbai,Low,662.15,5.82,22.4,7,Industrial Recycler,0.45,Contaminated,312.79
Glass,744.8,High,Pune,Moderate,8.4,3.82,132.8,7,Municipal Collector,0.87,Mixed,3.45
Copper,53.0,Industrial Grade,Delhi,Moderate,676.05,9.6,14.6,4,Individual,0.81,Contaminated,606.49
Textile,264.9,Low,Bengaluru,Low,29.71,6.88,104.4,8,Individual,0.87,Sorted,15.32
Paper,2055.7,High,Coimbatore,High,11.16,6.35,112.7,3,Industrial Recycler,0.81,Clean,10.96
Plastic,534.7,Low,Kolkata,Low,37.3,4.35,74.8,7,Industrial Recycler,0.46,Sorted,24.81
Aluminum,305.0,Low,Chennai,High,186.66,5.59,139.1,5,Individual,0.79,Mixed,147.56
Glass,1038.3,Industrial Grade,Bengaluru,Low,8.36,5.39,18.5,6,Individual,0.62,Sorted,7.23
Cardboard,725.7,Industrial Grade,Chennai,Moderate,12.91,2.11,131.9,3,Individual,0.53,Baled,13.46
Plastic,270.2,Industrial Grade,Delhi,Low,35.16,2.67,79.5,2,Municipal Collector,0.56,Mixed,32.12
Aluminum,698.1,High,Hyderabad,Low,174.95,9.57,50.2,2,Municipal Collector,0.96,Clean,208.85
Paper,149.6,Medium,Bengaluru,Moderate,11.97,12.4,20.1,11,Municipal Collector,0.68,Mixed,5.09
Cardboard,341.5,Industrial Grade,Kolkata,High,14.58,3.68,66.4,6,Municipal Collector,0.89,Clean,19.38
Textile,112.0,High,Hyderabad,Moderate,26.56,14.25,15.5,12,Individual,0.82,Contaminated,14.61
Aluminum,49.6,Industrial Grade,Hyderabad,High,190.78,8.53,31.8,1,Individual,0.98,Clean,284.16
Glass,457.7,High,Mumbai,High,7.56,5.76,18.9,12,Individual,0.58,Sorted,7.89
E-waste,291.8,High,Mumbai,Moderate,110.77,9.36,112.1,6,Business,0.99,Clean,138.02
Textile,623.8,Industrial Grade,Bengaluru,High,25.9,5.61,128.7,3,Individual,0.52,Contaminated,20.95
Other,23.7,Medium,Coimbatore,Low,14.03,10.52,59.8,6,Individual,0.76,Contaminated,6.0
Other,608.4,High,Mumbai,High,14.04,4.91,49.5,9,Individual,0.46,Clean,16.37
Steel,249.6,Low,Chennai,Low,40.35,11.53,28.0,4,Municipal Collector,0.88,Contaminated,16.8
Textile,1952.4,Low,Mumbai,High,29.36,5.88,77.6,3,Individual,0.73,Sorted,25.28
Textile,1223.6,High,Delhi,Moderate,29.03,11.69,43.8,4,Municipal Collector,0.71,Contaminated,17.51
Glass,651.6,Medium,Hyderabad,Moderate,8.16,9.15,101.0,5,Municipal Collector,0.42,Mixed,3.2
E-waste,1018.9,Medium,Pune,Moderate,128.83,6.99,30.7,12,Business,0.56,Sorted,137.89
Glass,325.2,High,Bengaluru,Moderate,8.01,13.34,119.2,6,Municipal Collector,0.73,Sorted,3.2
Textile,1721.2,Industrial Grade,Ahmedabad,High,28.37,7.26,36.8,6,Industrial Recycler,0.56,Sorted,39.47
Paper,617.3,Industrial Grade,Pune,Moderate,12.15,4.71,38.8,11,Municipal Collector,0.78,Sorted,12.97
Textile,418.9,Medium,Hyderabad,Low,28.93,13.41,47.0,3,Industrial Recycler,0.99,Baled,22.23
E-waste,289.9,Medium,Ahmedabad,High,122.78,7.95,27.7,2,Industrial Recycler,0.95,Sorted,146.27
Plastic,895.7,Medium,Mumbai,Moderate,34.6,8.5,84.5,7,Individual,0.77,Sorted,31.44
Aluminum,427.9,Industrial Grade,Mumbai,Moderate,183.34,10.31,73.2,10,Individual,0.83,Clean,238.72
Cardboard,336.9,High,Hyderabad,High,13.76,3.08,142.2,11,Industrial Recycler,0.85,Mixed,10.58
Plastic,995.5,Industrial Grade,Coimbatore,High,34.33,8.16,121.9,8,Individual,0.63,Clean,45.96
Steel,89.1,High,Ahmedabad,Moderate,44.66,2.25,136.1,9,Municipal Collector,0.57,Clean,49.2
Paper,196.8,Medium,Mumbai,High,11.61,9.7,118.6,7,Business,0.84,Clean,6.78
Textile,149.0,Medium,Bengaluru,Low,26.5,12.81,88.8,12,Industrial Recycler,0.89,Sorted,17.71
Paper,110.9,Low,Surat,High,12.16,11.72,71.7,2,Individual,0.86,Mixed,4.8
Paper,230.1,High,Kolkata,Moderate,11.39,10.68,16.6,11,Industrial Recycler,0.59,Contaminated,4.8
Textile,2236.6,Low,Surat,Moderate,27.6,10.74,70.5,7,Business,0.92,Baled,17.6
Plastic,1128.8,Medium,Coimbatore,High,34.16,3.4,143.6,2,Business,0.84,Sorted,37.24
Aluminum,328.4,High,Surat,Low,187.53,9.61,44.5,10,Individual,0.36,Mixed,161.12
Plastic,121.9,Medium,Ahmedabad,Moderate,36.68,8.27,65.8,11,Individual,0.97,Sorted,33.47
Paper,40.1,High,Chennai,High,11.87,2.93,14.0,12,Industrial Recycler,0.72,Sorted,14.18
Aluminum,485.6,High,Chennai,Low,184.45,5.68,6.5,7,Business,0.71,Sorted,191.9
Copper,299.6,High,Coimbatore,Moderate,641.39,12.8,81.8,3,Individual,0.59,Clean,841.98
Copper,403.4,Industrial Grade,Surat,High,610.69,5.8,10.7,10,Business,0.89,Baled,930.7
Plastic,344.1,Low,Mumbai,Low,32.54,4.03,42.9,9,Industrial Recycler,0.52,Baled,22.24
Copper,1141.8,Industrial Grade,Surat,Low,694.53,12.89,18.9,11,Municipal Collector,0.37,Clean,853.75
Cardboard,224.6,Industrial Grade,Ahmedabad,High,14.65,13.49,129.0,2,Industrial Recycler,0.38,Clean,14.4
Steel,1655.9,High,Coimbatore,Low,44.47,8.03,49.0,3,Industrial Recycler,0.41,Baled,47.97
Cardboard,375.6,High,Bengaluru,High,13.59,10.22,71.6,9,Business,0.94,Sorted,11.51
Copper,1615.5,Medium,Ahmedabad,Moderate,660.94,7.57,47.7,7,Industrial Recycler,0.47,Mixed,604.96
Copper,97.1,High,Delhi,Moderate,615.61,14.98,118.5,2,Business,0.75,Mixed,622.42
Copper,183.6,Low,Hyderabad,High,603.35,4.83,138.4,2,Business,0.72,Sorted,590.3
Textile,279.6,Medium,Kolkata,High,30.23,6.38,123.1,5,Municipal Collector,0.42,Mixed,24.79
E-waste,103.9,Low,Pune,High,128.34,12.51,75.6,5,Individual,0.63,Clean,121.56
Cardboard,309.5,Low,Delhi,Low,15.08,8.59,92.7,7,Industrial Recycler,0.72,Baled,5.6
Aluminum,210.2,High,Delhi,High,177.17,10.62,55.4,8,Industrial Recycler,0.56,Sorted,230.75
Cardboard,65.5,Low,Chennai,High,14.58,7.25,27.6,8,Municipal Collector,0.55,Contaminated,5.6
Glass,443.0,High,Ahmedabad,Moderate,8.46,3.08,101.2,1,Business,0.76,Sorted,6.44
Paper,1221.7,High,Kolkata,High,11.39,7.47,143.6,11,Municipal Collector,0.33,Contaminated,4.8
Cardboard,169.0,Industrial Grade,Delhi,High,13.49,2.77,83.5,7,Business,0.98,Clean,17.04
Copper,318.9,Industrial Grade,Coimbatore,Low,672.89,4.5,64.1,8,Individual,0.39,Contaminated,525.3
Steel,2713.2,Medium,Bengaluru,High,42.24,5.69,85.6,3,Individual,0.63,Contaminated,31.98
Steel,189.5,Medium,Coimbatore,Low,43.69,2.51,44.6,1,Industrial Recycler,0.49,Sorted,40.76
Other,280.1,High,Chennai,Moderate,15.85,2.39,55.3,4,Business,0.84,Contaminated,11.39
Plastic,112.7,Low,Kolkata,High,36.63,12.73,24.0,10,Individual,0.61,Mixed,24.78
Copper,148.9,Low,Surat,Low,694.37,2.38,81.0,8,Business,0.31,Mixed,427.58
Copper,412.4,High,Pune,High,688.65,9.97,48.7,4,Industrial Recycler,0.39,Sorted,975.55
Cardboard,2337.1,High,Kolkata,Moderate,14.86,5.74,121.0,7,Municipal Collector,0.39,Sorted,13.26
Aluminum,492.5,Medium,Coimbatore,Low,193.86,6.48,37.2,7,Individual,0.69,Clean,190.88
Aluminum,113.4,Medium,Bengaluru,Low,186.49,10.59,37.2,2,Business,0.8,Mixed,144.32
Paper,262.7,Medium,Pune,Low,12.8,14.45,85.1,6,Business,0.85,Mixed,4.8
Other,781.1,Low,Bengaluru,Low,14.81,2.01,134.7,10,Industrial Recycler,0.98,Clean,6.15
Other,351.0,High,Kolkata,Moderate,14.71,7.58,121.1,10,Individual,0.81,Sorted,11.12
Textile,229.3,Low,Hyderabad,Moderate,29.76,6.83,114.6,8,Individual,0.36,Mixed,15.77
Glass,850.3,Medium,Hyderabad,Moderate,8.11,2.9,101.3,7,Business,0.69,Mixed,3.2
Steel,371.1,Low,Kolkata,Low,42.78,11.4,33.2,5,Business,0.41,Contaminated,16.8
Other,171.1,Industrial Grade,Ahmedabad,Moderate,15.73,4.34,129.7,8,Industrial Recycler,0.87,Sorted,13.8
Cardboard,1725.1,Low,Mumbai,High,14.6,8.66,35.8,3,Individual,0.49,Contaminated,5.6
